mode,rel_ba_pct,p,lr,steps,seed,pairs_csv,bh_macro,model_dir
erm,70.0,0.5882352941176471,1e-05,50,0,runs/erm_wt2_p059_lr1e-05_s0_t50/bh_erm_p059_lr1e-05_s0_t50.csv,0.6567037175611514,runs/erm_wt2_p059_lr1e-05_s0_t50
ilm,70.0,0.5882352941176471,1e-05,50,1,runs/ilm_wt2_p059_lr1e-05_s1_t50/bh_ilm_p059_lr1e-05_s1_t50.csv,0.6537437604855741,runs/ilm_wt2_p059_lr1e-05_s1_t50
erm,70.0,0.5882352941176471,1e-05,50,1,runs/erm_wt2_p059_lr1e-05_s1_t50/bh_erm_p059_lr1e-05_s1_t50.csv,0.6625240130165734,runs/erm_wt2_p059_lr1e-05_s1_t50
ilm,70.0,0.5882352941176471,1e-05,50,2,runs/ilm_wt2_p059_lr1e-05_s2_t50/bh_ilm_p059_lr1e-05_s2_t50.csv,0.662541380745458,runs/ilm_wt2_p059_lr1e-05_s2_t50
erm,70.0,0.5882352941176471,1e-05,50,2,runs/erm_wt2_p059_lr1e-05_s2_t50/bh_erm_p059_lr1e-05_s2_t50.csv,0.6523930678467835,runs/erm_wt2_p059_lr1e-05_s2_t50
ilm,70.0,0.5882352941176471,1e-05,50,3,runs/ilm_wt2_p059_lr1e-05_s3_t50/bh_ilm_p059_lr1e-05_s3_t50.csv,0.6577351860872339,runs/ilm_wt2_p059_lr1e-05_s3_t50
erm,70.0,0.5882352941176471,1e-05,50,3,runs/erm_wt2_p059_lr1e-05_s3_t50/bh_erm_p059_lr1e-05_s3_t50.csv,0.6559437301016047,runs/erm_wt2_p059_lr1e-05_s3_t50
ilm,70.0,0.5882352941176471,1e-05,50,4,runs/ilm_wt2_p059_lr1e-05_s4_t50/bh_ilm_p059_lr1e-05_s4_t50.csv,0.6563690881724628,runs/ilm_wt2_p059_lr1e-05_s4_t50
erm,70.0,0.5882352941176471,1e-05,50,4,runs/erm_wt2_p059_lr1e-05_s4_t50/bh_erm_p059_lr1e-05_s4_t50.csv,0.6585299658114292,runs/erm_wt2_p059_lr1e-05_s4_t50
ilm,70.0,0.5882352941176471,1e-05,100,0,runs/ilm_wt2_p059_lr1e-05_s0_t100/bh_ilm_p059_lr1e-05_s0_t100.csv,0.6506305133597272,runs/ilm_wt2_p059_lr1e-05_s0_t100
erm,70.0,0.5882352941176471,1e-05,100,0,runs/erm_wt2_p059_lr1e-05_s0_t100/bh_erm_p059_lr1e-05_s0_t100.csv,0.6591865504883978,runs/erm_wt2_p059_lr1e-05_s0_t100
ilm,70.0,0.5882352941176471,1e-05,100,1,runs/ilm_wt2_p059_lr1e-05_s1_t100/bh_ilm_p059_lr1e-05_s1_t100.csv,0.6401778512059112,runs/ilm_wt2_p059_lr1e-05_s1_t100
erm,70.0,0.5882352941176471,1e-05,100,1,runs/erm_wt2_p059_lr1e-05_s1_t100/bh_erm_p059_lr1e-05_s1_t100.csv,0.6545776115978869,runs/erm_wt2_p059_lr1e-05_s1_t100
ilm,70.0,0.5882352941176471,1e-05,100,2,runs/ilm_wt2_p059_lr1e-05_s2_t100/bh_ilm_p059_lr1e-05_s2_t100.csv,0.6586459091457834,runs/ilm_wt2_p059_lr1e-05_s2_t100
erm,70.0,0.5882352941176471,1e-05,100,2,runs/erm_wt2_p059_lr1e-05_s2_t100/bh_erm_p059_lr1e-05_s2_t100.csv,0.6534496211185148,runs/erm_wt2_p059_lr1e-05_s2_t100
ilm,70.0,0.5882352941176471,1e-05,100,3,runs/ilm_wt2_p059_lr1e-05_s3_t100/bh_ilm_p059_lr1e-05_s3_t100.csv,0.6636352591208012,runs/ilm_wt2_p059_lr1e-05_s3_t100
erm,70.0,0.5882352941176471,1e-05,100,3,runs/erm_wt2_p059_lr1e-05_s3_t100/bh_erm_p059_lr1e-05_s3_t100.csv,0.6540799137112245,runs/erm_wt2_p059_lr1e-05_s3_t100
ilm,70.0,0.5882352941176471,1e-05,100,4,runs/ilm_wt2_p059_lr1e-05_s4_t100/bh_ilm_p059_lr1e-05_s4_t100.csv,0.6406201820348592,runs/ilm_wt2_p059_lr1e-05_s4_t100
erm,70.0,0.5882352941176471,1e-05,100,4,runs/erm_wt2_p059_lr1e-05_s4_t100/bh_erm_p059_lr1e-05_s4_t100.csv,0.6410787451024593,runs/erm_wt2_p059_lr1e-05_s4_t100
ilm,70.0,0.5882352941176471,1e-05,200,0,runs/ilm_wt2_p059_lr1e-05_s0_t200/bh_ilm_p059_lr1e-05_s0_t200.csv,0.642689067148506,runs/ilm_wt2_p059_lr1e-05_s0_t200
erm,70.0,0.5882352941176471,1e-05,200,0,runs/erm_wt2_p059_lr1e-05_s0_t200/bh_erm_p059_lr1e-05_s0_t200.csv,0.6426185417664966,runs/erm_wt2_p059_lr1e-05_s0_t200
ilm,70.0,0.5882352941176471,1e-05,200,1,runs/ilm_wt2_p059_lr1e-05_s1_t200/bh_ilm_p059_lr1e-05_s1_t200.csv,0.6315209025821228,runs/ilm_wt2_p059_lr1e-05_s1_t200
erm,70.0,0.5882352941176471,1e-05,200,1,runs/erm_wt2_p059_lr1e-05_s1_t200/bh_erm_p059_lr1e-05_s1_t200.csv,0.6258055065649871,runs/erm_wt2_p059_lr1e-05_s1_t200
ilm,70.0,0.5882352941176471,1e-05,200,2,runs/ilm_wt2_p059_lr1e-05_s2_t200/bh_ilm_p059_lr1e-05_s2_t200.csv,0.6358183150400543,runs/ilm_wt2_p059_lr1e-05_s2_t200
erm,70.0,0.5882352941176471,1e-05,200,2,runs/erm_wt2_p059_lr1e-05_s2_t200/bh_erm_p059_lr1e-05_s2_t200.csv,0.6336039882408085,runs/erm_wt2_p059_lr1e-05_s2_t200
ilm,70.0,0.5882352941176471,1e-05,200,3,runs/ilm_wt2_p059_lr1e-05_s3_t200/bh_ilm_p059_lr1e-05_s3_t200.csv,0.6525226074447205,runs/ilm_wt2_p059_lr1e-05_s3_t200
erm,70.0,0.5882352941176471,1e-05,200,3,runs/erm_wt2_p059_lr1e-05_s3_t200/bh_erm_p059_lr1e-05_s3_t200.csv,0.6414836635387297,runs/erm_wt2_p059_lr1e-05_s3_t200
ilm,70.0,0.5882352941176471,1e-05,200,4,runs/ilm_wt2_p059_lr1e-05_s4_t200/bh_ilm_p059_lr1e-05_s4_t200.csv,0.6329173304006497,runs/ilm_wt2_p059_lr1e-05_s4_t200
erm,70.0,0.5882352941176471,1e-05,200,4,runs/erm_wt2_p059_lr1e-05_s4_t200/bh_erm_p059_lr1e-05_s4_t200.csv,0.6562592984349381,runs/erm_wt2_p059_lr1e-05_s4_t200
ilm,70.0,0.5882352941176471,1e-05,1000,0,runs/ilm_wt2_p059_lr1e-05_s0_t1000/bh_ilm_p059_lr1e-05_s0_t1000.csv,0.5839025773528226,runs/ilm_wt2_p059_lr1e-05_s0_t1000
erm,70.0,0.5882352941176471,1e-05,1000,0,runs/erm_wt2_p059_lr1e-05_s0_t1000/bh_erm_p059_lr1e-05_s0_t1000.csv,0.5935134375391583,runs/erm_wt2_p059_lr1e-05_s0_t1000
ilm,70.0,0.5882352941176471,1e-05,1000,1,runs/ilm_wt2_p059_lr1e-05_s1_t1000/bh_ilm_p059_lr1e-05_s1_t1000.csv,0.5791337612466526,runs/ilm_wt2_p059_lr1e-05_s1_t1000
erm,70.0,0.5882352941176471,1e-05,1000,1,runs/erm_wt2_p059_lr1e-05_s1_t1000/bh_erm_p059_lr1e-05_s1_t1000.csv,0.602978151682642,runs/erm_wt2_p059_lr1e-05_s1_t1000
ilm,70.0,0.5882352941176471,1e-05,1000,2,runs/ilm_wt2_p059_lr1e-05_s2_t1000/bh_ilm_p059_lr1e-05_s2_t1000.csv,0.5843961630219834,runs/ilm_wt2_p059_lr1e-05_s2_t1000
erm,70.0,0.5882352941176471,1e-05,1000,2,runs/erm_wt2_p059_lr1e-05_s2_t1000/bh_erm_p059_lr1e-05_s2_t1000.csv,0.5978906567624157,runs/erm_wt2_p059_lr1e-05_s2_t1000
ilm,70.0,0.5882352941176471,1e-05,1000,3,runs/ilm_wt2_p059_lr1e-05_s3_t1000/bh_ilm_p059_lr1e-05_s3_t1000.csv,0.5839352766274618,runs/ilm_wt2_p059_lr1e-05_s3_t1000
erm,70.0,0.5882352941176471,1e-05,1000,3,runs/erm_wt2_p059_lr1e-05_s3_t1000/bh_erm_p059_lr1e-05_s3_t1000.csv,0.6063069279320659,runs/erm_wt2_p059_lr1e-05_s3_t1000
ilm,70.0,0.5882352941176471,1e-05,1000,4,runs/ilm_wt2_p059_lr1e-05_s4_t1000/bh_ilm_p059_lr1e-05_s4_t1000.csv,0.5774092984695705,runs/ilm_wt2_p059_lr1e-05_s4_t1000
erm,70.0,0.5882352941176471,1e-05,1000,4,runs/erm_wt2_p059_lr1e-05_s4_t1000/bh_erm_p059_lr1e-05_s4_t1000.csv,0.6272530428392001,runs/erm_wt2_p059_lr1e-05_s4_t1000
ilm,70.0,0.5882352941176471,1e-05,2500,0,runs/ilm_wt2_p059_lr1e-05_s0_t2500/bh_ilm_p059_lr1e-05_s0_t2500.csv,0.525109901770045,runs/ilm_wt2_p059_lr1e-05_s0_t2500
erm,70.0,0.5882352941176471,1e-05,2500,0,runs/erm_wt2_p059_lr1e-05_s0_t2500/bh_erm_p059_lr1e-05_s0_t2500.csv,0.5596894940731122,runs/erm_wt2_p059_lr1e-05_s0_t2500
ilm,70.0,0.5882352941176471,1e-05,2500,1,runs/ilm_wt2_p059_lr1e-05_s1_t2500/bh_ilm_p059_lr1e-05_s1_t2500.csv,0.5256764127095587,runs/ilm_wt2_p059_lr1e-05_s1_t2500
erm,70.0,0.5882352941176471,1e-05,2500,1,runs/erm_wt2_p059_lr1e-05_s1_t2500/bh_erm_p059_lr1e-05_s1_t2500.csv,0.5450762567988279,runs/erm_wt2_p059_lr1e-05_s1_t2500
ilm,70.0,0.5882352941176471,1e-05,2500,2,runs/ilm_wt2_p059_lr1e-05_s2_t2500/bh_ilm_p059_lr1e-05_s2_t2500.csv,0.543233339050841,runs/ilm_wt2_p059_lr1e-05_s2_t2500
erm,70.0,0.5882352941176471,1e-05,2500,2,runs/erm_wt2_p059_lr1e-05_s2_t2500/bh_erm_p059_lr1e-05_s2_t2500.csv,0.551648432380068,runs/erm_wt2_p059_lr1e-05_s2_t2500
ilm,70.0,0.5882352941176471,1e-05,2500,3,runs/ilm_wt2_p059_lr1e-05_s3_t2500/bh_ilm_p059_lr1e-05_s3_t2500.csv,0.5372866202092342,runs/ilm_wt2_p059_lr1e-05_s3_t2500
erm,70.0,0.5882352941176471,1e-05,2500,3,runs/erm_wt2_p059_lr1e-05_s3_t2500/bh_erm_p059_lr1e-05_s3_t2500.csv,0.5855369930388696,runs/erm_wt2_p059_lr1e-05_s3_t2500
ilm,70.0,0.5882352941176471,1e-05,2500,4,runs/ilm_wt2_p059_lr1e-05_s4_t2500/bh_ilm_p059_lr1e-05_s4_t2500.csv,0.5533117362285277,runs/ilm_wt2_p059_lr1e-05_s4_t2500
erm,70.0,0.5882352941176471,1e-05,2500,4,runs/erm_wt2_p059_lr1e-05_s4_t2500/bh_erm_p059_lr1e-05_s4_t2500.csv,0.5585793360209507,runs/erm_wt2_p059_lr1e-05_s4_t2500
ilm,70.0,0.5882352941176471,5e-05,10,0,runs/ilm_wt2_p059_lr5e-05_s0_t10/bh_ilm_p059_lr5e-05_s0_t10.csv,0.6524396034687989,runs/ilm_wt2_p059_lr5e-05_s0_t10
erm,70.0,0.5882352941176471,5e-05,10,0,runs/erm_wt2_p059_lr5e-05_s0_t10/bh_erm_p059_lr5e-05_s0_t10.csv,0.6456955688814922,runs/erm_wt2_p059_lr5e-05_s0_t10
ilm,70.0,0.5882352941176471,5e-05,10,1,runs/ilm_wt2_p059_lr5e-05_s1_t10/bh_ilm_p059_lr5e-05_s1_t10.csv,0.6428223064402336,runs/ilm_wt2_p059_lr5e-05_s1_t10
erm,70.0,0.5882352941176471,5e-05,10,1,runs/erm_wt2_p059_lr5e-05_s1_t10/bh_erm_p059_lr5e-05_s1_t10.csv,0.6456010977360129,runs/erm_wt2_p059_lr5e-05_s1_t10
ilm,70.0,0.5882352941176471,5e-05,10,2,runs/ilm_wt2_p059_lr5e-05_s2_t10/bh_ilm_p059_lr5e-05_s2_t10.csv,0.6472336326920961,runs/ilm_wt2_p059_lr5e-05_s2_t10
erm,70.0,0.5882352941176471,5e-05,10,2,runs/erm_wt2_p059_lr5e-05_s2_t10/bh_erm_p059_lr5e-05_s2_t10.csv,0.6344594748740076,runs/erm_wt2_p059_lr5e-05_s2_t10
ilm,70.0,0.5882352941176471,5e-05,10,3,runs/ilm_wt2_p059_lr5e-05_s3_t10/bh_ilm_p059_lr5e-05_s3_t10.csv,0.6586096762704237,runs/ilm_wt2_p059_lr5e-05_s3_t10
erm,70.0,0.5882352941176471,5e-05,10,3,runs/erm_wt2_p059_lr5e-05_s3_t10/bh_erm_p059_lr5e-05_s3_t10.csv,0.6564937476976895,runs/erm_wt2_p059_lr5e-05_s3_t10
ilm,70.0,0.5882352941176471,5e-05,10,4,runs/ilm_wt2_p059_lr5e-05_s4_t10/bh_ilm_p059_lr5e-05_s4_t10.csv,0.6581112422523515,runs/ilm_wt2_p059_lr5e-05_s4_t10
erm,70.0,0.5882352941176471,5e-05,10,4,runs/erm_wt2_p059_lr5e-05_s4_t10/bh_erm_p059_lr5e-05_s4_t10.csv,0.6482161338662209,runs/erm_wt2_p059_lr5e-05_s4_t10
ilm,70.0,0.5882352941176471,5e-05,50,0,runs/ilm_wt2_p059_lr5e-05_s0_t50/bh_ilm_p059_lr5e-05_s0_t50.csv,0.6389281511895403,runs/ilm_wt2_p059_lr5e-05_s0_t50
erm,70.0,0.5882352941176471,5e-05,50,0,runs/erm_wt2_p059_lr5e-05_s0_t50/bh_erm_p059_lr5e-05_s0_t50.csv,0.6162985903772538,runs/erm_wt2_p059_lr5e-05_s0_t50
ilm,70.0,0.5882352941176471,5e-05,50,1,runs/ilm_wt2_p059_lr5e-05_s1_t50/bh_ilm_p059_lr5e-05_s1_t50.csv,0.6325710529492491,runs/ilm_wt2_p059_lr5e-05_s1_t50
erm,70.0,0.5882352941176471,5e-05,50,1,runs/erm_wt2_p059_lr5e-05_s1_t50/bh_erm_p059_lr5e-05_s1_t50.csv,0.617132222849989,runs/erm_wt2_p059_lr5e-05_s1_t50
ilm,70.0,0.5882352941176471,5e-05,50,2,runs/ilm_wt2_p059_lr5e-05_s2_t50/bh_ilm_p059_lr5e-05_s2_t50.csv,0.6369659349871479,runs/ilm_wt2_p059_lr5e-05_s2_t50
erm,70.0,0.5882352941176471,5e-05,50,2,runs/erm_wt2_p059_lr5e-05_s2_t50/bh_erm_p059_lr5e-05_s2_t50.csv,0.6400127452370008,runs/erm_wt2_p059_lr5e-05_s2_t50
ilm,70.0,0.5882352941176471,5e-05,50,3,runs/ilm_wt2_p059_lr5e-05_s3_t50/bh_ilm_p059_lr5e-05_s3_t50.csv,0.6382747434875182,runs/ilm_wt2_p059_lr5e-05_s3_t50
erm,70.0,0.5882352941176471,5e-05,50,3,runs/erm_wt2_p059_lr5e-05_s3_t50/bh_erm_p059_lr5e-05_s3_t50.csv,0.635671872762955,runs/erm_wt2_p059_lr5e-05_s3_t50
ilm,70.0,0.5882352941176471,5e-05,50,4,runs/ilm_wt2_p059_lr5e-05_s4_t50/bh_ilm_p059_lr5e-05_s4_t50.csv,0.6114431870686288,runs/ilm_wt2_p059_lr5e-05_s4_t50
erm,70.0,0.5882352941176471,5e-05,50,4,runs/erm_wt2_p059_lr5e-05_s4_t50/bh_erm_p059_lr5e-05_s4_t50.csv,0.5986149054895368,runs/erm_wt2_p059_lr5e-05_s4_t50
ilm,70.0,0.5882352941176471,5e-05,100,0,runs/ilm_wt2_p059_lr5e-05_s0_t100/bh_ilm_p059_lr5e-05_s0_t100.csv,0.5985069033621554,runs/ilm_wt2_p059_lr5e-05_s0_t100
erm,70.0,0.5882352941176471,5e-05,100,0,runs/erm_wt2_p059_lr5e-05_s0_t100/bh_erm_p059_lr5e-05_s0_t100.csv,0.6273950391810482,runs/erm_wt2_p059_lr5e-05_s0_t100
ilm,70.0,0.5882352941176471,5e-05,100,1,runs/ilm_wt2_p059_lr5e-05_s1_t100/bh_ilm_p059_lr5e-05_s1_t100.csv,0.5887717683423177,runs/ilm_wt2_p059_lr5e-05_s1_t100
erm,70.0,0.5882352941176471,5e-05,100,1,runs/erm_wt2_p059_lr5e-05_s1_t100/bh_erm_p059_lr5e-05_s1_t100.csv,0.5930401429874483,runs/erm_wt2_p059_lr5e-05_s1_t100
ilm,70.0,0.5882352941176471,5e-05,100,2,runs/ilm_wt2_p059_lr5e-05_s2_t100/bh_ilm_p059_lr5e-05_s2_t100.csv,0.623966039822718,runs/ilm_wt2_p059_lr5e-05_s2_t100
erm,70.0,0.5882352941176471,5e-05,100,2,runs/erm_wt2_p059_lr5e-05_s2_t100/bh_erm_p059_lr5e-05_s2_t100.csv,0.5881651527316909,runs/erm_wt2_p059_lr5e-05_s2_t100
ilm,70.0,0.5882352941176471,5e-05,100,3,runs/ilm_wt2_p059_lr5e-05_s3_t100/bh_ilm_p059_lr5e-05_s3_t100.csv,0.6414504366330345,runs/ilm_wt2_p059_lr5e-05_s3_t100
erm,70.0,0.5882352941176471,5e-05,100,3,runs/erm_wt2_p059_lr5e-05_s3_t100/bh_erm_p059_lr5e-05_s3_t100.csv,0.6356531869805525,runs/erm_wt2_p059_lr5e-05_s3_t100
ilm,70.0,0.5882352941176471,5e-05,100,4,runs/ilm_wt2_p059_lr5e-05_s4_t100/bh_ilm_p059_lr5e-05_s4_t100.csv,0.5782533829390732,runs/ilm_wt2_p059_lr5e-05_s4_t100
erm,70.0,0.5882352941176471,5e-05,100,4,runs/erm_wt2_p059_lr5e-05_s4_t100/bh_erm_p059_lr5e-05_s4_t100.csv,0.5799874506408245,runs/erm_wt2_p059_lr5e-05_s4_t100
ilm,70.0,0.5882352941176471,5e-05,200,0,runs/ilm_wt2_p059_lr5e-05_s0_t200/bh_ilm_p059_lr5e-05_s0_t200.csv,0.5748499993155806,runs/ilm_wt2_p059_lr5e-05_s0_t200
erm,70.0,0.5882352941176471,5e-05,200,0,runs/erm_wt2_p059_lr5e-05_s0_t200/bh_erm_p059_lr5e-05_s0_t200.csv,0.5783307369563981,runs/erm_wt2_p059_lr5e-05_s0_t200
ilm,70.0,0.5882352941176471,5e-05,200,1,runs/ilm_wt2_p059_lr5e-05_s1_t200/bh_ilm_p059_lr5e-05_s1_t200.csv,0.5678679461044523,runs/ilm_wt2_p059_lr5e-05_s1_t200
erm,70.0,0.5882352941176471,5e-05,200,1,runs/erm_wt2_p059_lr5e-05_s1_t200/bh_erm_p059_lr5e-05_s1_t200.csv,0.558022263846418,runs/erm_wt2_p059_lr5e-05_s1_t200
ilm,70.0,0.5882352941176471,5e-05,200,2,runs/ilm_wt2_p059_lr5e-05_s2_t200/bh_ilm_p059_lr5e-05_s2_t200.csv,0.5677255073393764,runs/ilm_wt2_p059_lr5e-05_s2_t200
erm,70.0,0.5882352941176471,5e-05,200,2,runs/erm_wt2_p059_lr5e-05_s2_t200/bh_erm_p059_lr5e-05_s2_t200.csv,0.5746408309222576,runs/erm_wt2_p059_lr5e-05_s2_t200
ilm,70.0,0.5882352941176471,5e-05,200,3,runs/ilm_wt2_p059_lr5e-05_s3_t200/bh_ilm_p059_lr5e-05_s3_t200.csv,0.6094187882539703,runs/ilm_wt2_p059_lr5e-05_s3_t200
erm,70.0,0.5882352941176471,5e-05,200,3,runs/erm_wt2_p059_lr5e-05_s3_t200/bh_erm_p059_lr5e-05_s3_t200.csv,0.5816243401960505,runs/erm_wt2_p059_lr5e-05_s3_t200
ilm,70.0,0.5882352941176471,5e-05,200,4,runs/ilm_wt2_p059_lr5e-05_s4_t200/bh_ilm_p059_lr5e-05_s4_t200.csv,0.5660886366320631,runs/ilm_wt2_p059_lr5e-05_s4_t200
erm,70.0,0.5882352941176471,5e-05,200,4,runs/erm_wt2_p059_lr5e-05_s4_t200/bh_erm_p059_lr5e-05_s4_t200.csv,0.6312660062965919,runs/erm_wt2_p059_lr5e-05_s4_t200
ilm,70.0,0.5882352941176471,5e-05,1000,0,runs/ilm_wt2_p059_lr5e-05_s0_t1000/bh_ilm_p059_lr5e-05_s0_t1000.csv,0.4906552601348151,runs/ilm_wt2_p059_lr5e-05_s0_t1000
erm,70.0,0.5882352941176471,5e-05,1000,0,runs/erm_wt2_p059_lr5e-05_s0_t1000/bh_erm_p059_lr5e-05_s0_t1000.csv,0.517401163500568,runs/erm_wt2_p059_lr5e-05_s0_t1000
ilm,70.0,0.5882352941176471,5e-05,1000,1,runs/ilm_wt2_p059_lr5e-05_s1_t1000/bh_ilm_p059_lr5e-05_s1_t1000.csv,0.49266875237544183,runs/ilm_wt2_p059_lr5e-05_s1_t1000
erm,70.0,0.5882352941176471,5e-05,1000,1,runs/erm_wt2_p059_lr5e-05_s1_t1000/bh_erm_p059_lr5e-05_s1_t1000.csv,0.5494718592194523,runs/erm_wt2_p059_lr5e-05_s1_t1000
ilm,70.0,0.5882352941176471,5e-05,1000,2,runs/ilm_wt2_p059_lr5e-05_s2_t1000/bh_ilm_p059_lr5e-05_s2_t1000.csv,0.5154816117960119,runs/ilm_wt2_p059_lr5e-05_s2_t1000
erm,70.0,0.5882352941176471,5e-05,1000,2,runs/erm_wt2_p059_lr5e-05_s2_t1000/bh_erm_p059_lr5e-05_s2_t1000.csv,0.5108565872394807,runs/erm_wt2_p059_lr5e-05_s2_t1000
ilm,70.0,0.5882352941176471,5e-05,1000,3,runs/ilm_wt2_p059_lr5e-05_s3_t1000/bh_ilm_p059_lr5e-05_s3_t1000.csv,0.5144914060577345,runs/ilm_wt2_p059_lr5e-05_s3_t1000
erm,70.0,0.5882352941176471,5e-05,1000,3,runs/erm_wt2_p059_lr5e-05_s3_t1000/bh_erm_p059_lr5e-05_s3_t1000.csv,0.50730789649082,runs/erm_wt2_p059_lr5e-05_s3_t1000
ilm,70.0,0.5882352941176471,5e-05,1000,4,runs/ilm_wt2_p059_lr5e-05_s4_t1000/bh_ilm_p059_lr5e-05_s4_t1000.csv,0.4851627045121281,runs/ilm_wt2_p059_lr5e-05_s4_t1000
erm,70.0,0.5882352941176471,5e-05,1000,4,runs/erm_wt2_p059_lr5e-05_s4_t1000/bh_erm_p059_lr5e-05_s4_t1000.csv,0.545147265726105,runs/erm_wt2_p059_lr5e-05_s4_t1000
ilm,70.0,0.5882352941176471,5e-05,2500,0,runs/ilm_wt2_p059_lr5e-05_s0_t2500/bh_ilm_p059_lr5e-05_s0_t2500.csv,0.42669157623075193,runs/ilm_wt2_p059_lr5e-05_s0_t2500
erm,70.0,0.5882352941176471,5e-05,2500,0,runs/erm_wt2_p059_lr5e-05_s0_t2500/bh_erm_p059_lr5e-05_s0_t2500.csv,0.48147630681272524,runs/erm_wt2_p059_lr5e-05_s0_t2500
ilm,70.0,0.5882352941176471,5e-05,2500,1,runs/ilm_wt2_p059_lr5e-05_s1_t2500/bh_ilm_p059_lr5e-05_s1_t2500.csv,0.41321586052363707,runs/ilm_wt2_p059_lr5e-05_s1_t2500
erm,70.0,0.5882352941176471,5e-05,2500,1,runs/erm_wt2_p059_lr5e-05_s1_t2500/bh_erm_p059_lr5e-05_s1_t2500.csv,0.4442200695560168,runs/erm_wt2_p059_lr5e-05_s1_t2500
ilm,70.0,0.5882352941176471,5e-05,2500,2,runs/ilm_wt2_p059_lr5e-05_s2_t2500/bh_ilm_p059_lr5e-05_s2_t2500.csv,0.46823388221679235,runs/ilm_wt2_p059_lr5e-05_s2_t2500
erm,70.0,0.5882352941176471,5e-05,2500,2,runs/erm_wt2_p059_lr5e-05_s2_t2500/bh_erm_p059_lr5e-05_s2_t2500.csv,0.4635895219902001,runs/erm_wt2_p059_lr5e-05_s2_t2500
ilm,70.0,0.5882352941176471,5e-05,2500,3,runs/ilm_wt2_p059_lr5e-05_s3_t2500/bh_ilm_p059_lr5e-05_s3_t2500.csv,0.47461821035037666,runs/ilm_wt2_p059_lr5e-05_s3_t2500
erm,70.0,0.5882352941176471,5e-05,2500,3,runs/erm_wt2_p059_lr5e-05_s3_t2500/bh_erm_p059_lr5e-05_s3_t2500.csv,0.5081183278277781,runs/erm_wt2_p059_lr5e-05_s3_t2500
ilm,70.0,0.5882352941176471,5e-05,2500,4,runs/ilm_wt2_p059_lr5e-05_s4_t2500/bh_ilm_p059_lr5e-05_s4_t2500.csv,0.4588996678062787,runs/ilm_wt2_p059_lr5e-05_s4_t2500
erm,70.0,0.5882352941176471,5e-05,2500,4,runs/erm_wt2_p059_lr5e-05_s4_t2500/bh_erm_p059_lr5e-05_s4_t2500.csv,0.44765485427775464,runs/erm_wt2_p059_lr5e-05_s4_t2500
ilm,75.0,0.5714285714285714,1e-05,10,0,runs/ilm_wt2_p057_lr1e-05_s0_t10/bh_ilm_p057_lr1e-05_s0_t10.csv,0.6568779739848292,runs/ilm_wt2_p057_lr1e-05_s0_t10
erm,75.0,0.5714285714285714,1e-05,10,0,runs/erm_wt2_p057_lr1e-05_s0_t10/bh_erm_p057_lr1e-05_s0_t10.csv,0.6619777947936305,runs/erm_wt2_p057_lr1e-05_s0_t10
ilm,75.0,0.5714285714285714,1e-05,10,1,runs/ilm_wt2_p057_lr1e-05_s1_t10/bh_ilm_p057_lr1e-05_s1_t10.csv,0.6594652313558466,runs/ilm_wt2_p057_lr1e-05_s1_t10
erm,75.0,0.5714285714285714,1e-05,10,1,runs/erm_wt2_p057_lr1e-05_s1_t10/bh_erm_p057_lr1e-05_s1_t10.csv,0.6513254598432903,runs/erm_wt2_p057_lr1e-05_s1_t10
ilm,75.0,0.5714285714285714,1e-05,10,2,runs/ilm_wt2_p057_lr1e-05_s2_t10/bh_ilm_p057_lr1e-05_s2_t10.csv,0.6542102604022108,runs/ilm_wt2_p057_lr1e-05_s2_t10
erm,75.0,0.5714285714285714,1e-05,10,2,runs/erm_wt2_p057_lr1e-05_s2_t10/bh_erm_p057_lr1e-05_s2_t10.csv,0.6581116888695823,runs/erm_wt2_p057_lr1e-05_s2_t10
ilm,75.0,0.5714285714285714,1e-05,10,3,runs/ilm_wt2_p057_lr1e-05_s3_t10/bh_ilm_p057_lr1e-05_s3_t10.csv,0.6673327403776496,runs/ilm_wt2_p057_lr1e-05_s3_t10
erm,75.0,0.5714285714285714,1e-05,10,3,runs/erm_wt2_p057_lr1e-05_s3_t10/bh_erm_p057_lr1e-05_s3_t10.csv,0.6657175031241706,runs/erm_wt2_p057_lr1e-05_s3_t10
ilm,75.0,0.5714285714285714,1e-05,10,4,runs/ilm_wt2_p057_lr1e-05_s4_t10/bh_ilm_p057_lr1e-05_s4_t10.csv,0.6505028642252187,runs/ilm_wt2_p057_lr1e-05_s4_t10
erm,75.0,0.5714285714285714,1e-05,10,4,runs/erm_wt2_p057_lr1e-05_s4_t10/bh_erm_p057_lr1e-05_s4_t10.csv,0.6508669468528451,runs/erm_wt2_p057_lr1e-05_s4_t10
ilm,75.0,0.5714285714285714,1e-05,50,0,runs/ilm_wt2_p057_lr1e-05_s0_t50/bh_ilm_p057_lr1e-05_s0_t50.csv,0.6560686517706665,runs/ilm_wt2_p057_lr1e-05_s0_t50
erm,75.0,0.5714285714285714,1e-05,50,0,runs/erm_wt2_p057_lr1e-05_s0_t50/bh_erm_p057_lr1e-05_s0_t50.csv,0.6762038313945594,runs/erm_wt2_p057_lr1e-05_s0_t50
ilm,75.0,0.5714285714285714,1e-05,50,1,runs/ilm_wt2_p057_lr1e-05_s1_t50/bh_ilm_p057_lr1e-05_s1_t50.csv,0.6692495441077477,runs/ilm_wt2_p057_lr1e-05_s1_t50
